originalCode,typeIndicator,pureCode,pureComment,pureMacro
"while((n=rio_readnb(&serrio, buf, MAXLINE))>0){",0.0,"while((n=rio_readnb(&serrio, buf, MAXLINE))>0){",,
"printf(""Proxy received."");",0.0,"printf(""Proxy received."");",,
"rio_writen(fd,buf,n);",0.0,"rio_writen(fd,buf,n);",,
size+=n;,0.0,size+=n;,,
if(size<MAX_OBJECT_SIZE){,0.0,if(size<MAX_OBJECT_SIZE){,,
"memcpy(item,buf,n);",0.0,"memcpy(item,buf,n);",,
},0.0,},,
},0.0,},,
,0.0,,,
"printf(""Header: %s \n\n"", header);",0.0,"printf(""Header: %s \n\n"", header);",,
"printf(""Item: %s \n\n"", item);",0.0,"printf(""Item: %s \n\n"", item);",,
"printf(""URI: %s \n\n"", url);",0.0,"printf(""URI: %s \n\n"", url);",,
,0.0,,,
//check conditions and cache URL,0.5,,//check conditions and cache URL,
if (csize <= MAX_OBJECT_SIZE && status == 200 && csize == size) {,0.0,if (csize <= MAX_OBJECT_SIZE && status == 200 && csize == size) {,,
"cache_URL(url,header,(void*)item,size, cachelist);",0.0,"cache_URL(url,header,(void*)item,size, cachelist);",,
},0.0,},,
else{,0.0,else{,,
free(item);,0.0,free(item);,,
"printf(""Cannot Cache URL"");",0.0,"printf(""Cannot Cache URL"");",,
},0.0,},,
,0.0,,,
//check whether it is a get method,0.5,,//check whether it is a get method,
"if(strcasecmp(method, ""GET"")){",0.0,"if(strcasecmp(method, ""GET"")){",,
"printf(""Only support get method"");",0.0,"printf(""Only support get method"");",,
return;,0.0,return;,,
},0.0,},,
,0.0,,,
"printf(""DONE !!!!!!\n\n\n"");",0.0,"printf(""DONE !!!!!!\n\n\n"");",,
close(serfd);,0.0,close(serfd);,,
return;,0.0,return;,,
},0.0,},,
,0.0,,,
"void request_header(char*host,char*path, char* output_header, rio_t rio){",0.0,"void request_header(char*host,char*path, char* output_header, rio_t rio){",,
char getheader[MAXLINE];,0.0,char getheader[MAXLINE];,,
char hostheader[MAXLINE];,0.0,char hostheader[MAXLINE];,,
char other[MAXLINE];,0.0,char other[MAXLINE];,,
char buf[MAXLINE];,0.0,char buf[MAXLINE];,,
"char host_st[4] = ""Host"";",0.0,"char host_st[4] = ""Host"";",,
"char connection[10] = ""Connection"";",0.0,"char connection[10] = ""Connection"";",,
"char useragent[10] = ""User-Agent"";",0.0,"char useragent[10] = ""User-Agent"";",,
"char proxyconn[16] = ""Proxy-Connection"";",0.0,"char proxyconn[16] = ""Proxy-Connection"";",,
"char ifmod[17] = ""If-Modified-Since"";",0.0,"char ifmod[17] = ""If-Modified-Since"";",,
"char ifnone[13] = ""If-None-Match"";",0.0,"char ifnone[13] = ""If-None-Match"";",,
"sprintf(getheader,""GET %s HTTP/1.0\r\n"",path);",0.0,"sprintf(getheader,""GET %s HTTP/1.0\r\n"",path);",,
,0.0,,,
,0.0,,,
"while(rio_readlineb(&rio,buf,MAXLINE)> 2){",0.0,"while(rio_readlineb(&rio,buf,MAXLINE)> 2){",,
,0.0,,,
//find the host host part,0.5,,//find the host host part,
"//if there's no host in the header, create a new one",0.5,,"//if there's no host in the header, create a new one",
"if(strncasecmp(buf,host_st,strlen(host_st))>2){",0.0,"if(strncasecmp(buf,host_st,strlen(host_st))>2){",,
"strcpy(hostheader,buf);",0.0,"strcpy(hostheader,buf);",,
},0.0,},,
//check whether they are these five types of headers,0.5,,//check whether they are these five types of headers,
"//if it is not,keep it",0.5,,"//if it is not,keep it",
"if(strncasecmp(buf,connection,10)&&strncasecmp(buf,useragent,10)&&strncasecmp(buf,proxyconn,16)&&strncasecmp(buf,ifmod,17)&&strncasecmp(buf,ifnone,13)){",0.0,"if(strncasecmp(buf,connection,10)&&strncasecmp(buf,useragent,10)&&strncasecmp(buf,proxyconn,16)&&strncasecmp(buf,ifmod,17)&&strncasecmp(buf,ifnone,13)){",,
"strcat(other,buf);",0.0,"strcat(other,buf);",,
},0.0,},,
},0.0,},,
,0.0,,,
//creat a new host if there's nothing in the header,0.5,,//creat a new host if there's nothing in the header,
if(strlen(hostheader) == 0){,0.0,if(strlen(hostheader) == 0){,,
"sprintf(hostheader,""Host: %s\r\n"",host);",0.0,"sprintf(hostheader,""Host: %s\r\n"",host);",,
},0.0,},,
,0.0,,,
//form requewt header,0.5,,//form requewt header,
"sprintf(output_header,""%s%s%s%s%s%s%s"",getheader,user_agent_hdr,hostheader,conn_header,prox_header,other,end);",0.0,"sprintf(output_header,""%s%s%s%s%s%s%s"",getheader,user_agent_hdr,hostheader,conn_header,prox_header,other,end);",,
printf(output_header);,0.0,printf(output_header);,,
},0.0,},,
,0.0,,,
,0.0,,,
"int parse_url(const char *url, char *host, char *port, char *path) {",0.0,"int parse_url(const char *url, char *host, char *port, char *path) {",,
int pos;,0.0,int pos;,,
int len = strlen(url);,0.0,int len = strlen(url);,,
int myhost = -1;,0.0,int myhost = -1;,,
int myport = -1;,0.0,int myport = -1;,,
int mypath = -1;,0.0,int mypath = -1;,,
int i;,0.0,int i;,,
"char slash[1] = ""/"";",0.0,"char slash[1] = ""/"";",,
"char colon[1] = "":"";",0.0,"char colon[1] = "":"";",,
"char eighty[2] = ""80"";",0.0,"char eighty[2] = ""80"";",,
"char http[7] = ""http://"";",0.5,"char http[7] = ""http:","//"";",
if(url == NULL){,0.0,if(url == NULL){,,
return 0;,0.0,return 0;,,
},0.0,},,
,0.0,,,
//check whether it starts with http,0.5,,//check whether it starts with http,
"if(strncasecmp(url,http,7)!=0){",0.0,"if(strncasecmp(url,http,7)!=0){",,
pos = 0;,0.0,pos = 0;,,
return 0;,0.0,return 0;,,
},0.0,},,
else{,0.0,else{,,
pos = 7;,0.0,pos = 7;,,
},0.0,},,
,0.0,,,
//find the first colon or the first slash,0.5,,//find the first colon or the first slash,
for(i = pos;i<=len;i++){,0.0,for(i = pos;i<=len;i++){,,
,0.0,,,
"if(strncasecmp(url+i,colon,1)==0){",0.0,"if(strncasecmp(url+i,colon,1)==0){",,
myhost = i;,0.0,myhost = i;,,
myport = 0;,0.0,myport = 0;,,
break;,0.0,break;,,
},0.0,},,
,0.0,,,
"if(strncasecmp(url+i,slash,1)==0){",0.0,"if(strncasecmp(url+i,slash,1)==0){",,
myhost = i;,0.0,myhost = i;,,
break;,0.0,break;,,
},0.0,},,
},0.0,},,
,0.0,,,
"//if there's no port, return 1",0.5,,"//if there's no port, return 1",
if(myhost == 7){,0.0,if(myhost == 7){,,
return 1;,0.0,return 1;,,
},0.0,},,
,0.0,,,
"//if there's no colon or slash, host is all part of url",0.5,,"//if there's no colon or slash, host is all part of url",
if(myhost == -1){,0.0,if(myhost == -1){,,
myhost = len;,0.0,myhost = len;,,
},0.0,},,
,0.0,,,
"//if port exist, find the slash after colon",0.5,,"//if port exist, find the slash after colon",
if(myport == 0 && myhost<len){,0.0,if(myport == 0 && myhost<len){,,
for(i = myhost;i<len;i++){,0.0,for(i = myhost;i<len;i++){,,
"if(strncasecmp(url+i,slash,1)==0){",0.0,"if(strncasecmp(url+i,slash,1)==0){",,
myport = i;,0.0,myport = i;,,
},0.0,},,
},0.0,},,
},0.0,},,
,0.0,,,
"//if there's no slash, port is the rest part of url after host",0.5,,"//if there's no slash, port is the rest part of url after host",
if(myport ==0){,0.0,if(myport ==0){,,
myport = len;,0.0,myport = len;,,
},0.0,},,
,0.0,,,
//if there's no port,0.5,,//if there's no port,
if(myport == -1 && myhost < len){,0.0,if(myport == -1 && myhost < len){,,
mypath = 0;,0.0,mypath = 0;,,
},0.0,},,
,0.0,,,
//if there is a port,0.5,,//if there is a port,
if(myport != -1 && myport < len){,0.0,if(myport != -1 && myport < len){,,
mypath = 1;,0.0,mypath = 1;,,
},0.0,},,
,0.0,,,
//copy the host part,0.5,,//copy the host part,
"strncpy(host,url+pos,myhost-pos);",0.0,"strncpy(host,url+pos,myhost-pos);",,
host[myhost-pos] =0;,0.0,host[myhost-pos] =0;,,
,0.0,,,
//copy the port part,0.5,,//copy the port part,
if(myport != -1){,0.0,if(myport != -1){,,
"strncpy(port,url+myhost+1,myport-(myhost+1));",0.0,"strncpy(port,url+myhost+1,myport-(myhost+1));",,
port[myport-(myhost+1)] = 0;,0.0,port[myport-(myhost+1)] = 0;,,
},0.0,},,
else{,0.0,else{,,
"strncpy(port,eighty,2);",0.0,"strncpy(port,eighty,2);",,
port[2] = 0;,0.0,port[2] = 0;,,
},0.0,},,
,0.0,,,
//copy the path part,0.5,,//copy the path part,
if(mypath == 0){,0.0,if(mypath == 0){,,
"strncpy(path,url+myhost,len-myhost);",0.0,"strncpy(path,url+myhost,len-myhost);",,
path[len-myhost] = 0;,0.0,path[len-myhost] = 0;,,
},0.0,},,
else{,0.0,else{,,
if(mypath == 1){,0.0,if(mypath == 1){,,
"strncpy(path,url+myport,len-myport);",0.0,"strncpy(path,url+myport,len-myport);",,
path[len-myport] = 0;,0.0,path[len-myport] = 0;,,
},0.0,},,
,0.0,,,
else{,0.0,else{,,
"strncpy(path,slash,1);",0.0,"strncpy(path,slash,1);",,
path[1] = 0;,0.0,path[1] = 0;,,
},0.0,},,
},0.0,},,
return 1;,0.0,return 1;,,
},0.0,},,
